!Series_platform_id	GPL21103			
GENE	rna	Mo~rep1	Oc~rep1	@OC_up
5730480H06RIK	-0.122715289	202.6077091	186.0050069	
5730488B01RIK	0	0	0	
5730507C01RIK	0.465155803	23.08492814	32.24843472	
5730522E02RIK	0	0	0	
5730559C18RIK	-0.572609772	0.487211439	0	
5730585A16RIK	0	0	0	
5730596B20RIK	-0.982756694	0.976237989	0	
5830405F06RIK	-0.316954344	0.245697993	0	
5830411K02RIK	0	0	0	
5830411N06RIK	0	0	0	
5830415G21RIK	0.9187416	19.69613436	38.12533013	
5830416I19RIK	-0.148026113	24.11908965	21.66958636	
5830417I10RIK	9.52E-05	158.2568567	158.2673703	
5830418P13RIK	-0.346873468	1.221797401	0.746968748	
5830432E09RIK	-0.755468623	177.8311307	104.9313254	
5830437K03RIK	0	0	0	
5830444B04RIK	-1.070986395	42.48091855	19.69663213	
5830444F18RIK	0	0	0	
5830454E08RIK	-0.140275398	3.406578917	2.998291464	
5830462I19RIK	-0.002471709	221.5156684	221.134768	
5830468F06RIK	0.015331163	0.976237989	0.997350963	
5830473C10RIK	0.012775069	0.487072858	0.500299367	
5830487J09RIK	-0.184805473	6.083922742	5.23220636	
5930403N24RIK	-1.2694177	24.25957845	9.478359484	
5930409G06RIK	0	0	0	
5930412G12RIK	0	0	0	
5930420M18RIK	-0.202496931	7.044537419	5.991066381	
5930422O12RIK	0.005340695	0.245697993	0.250317973	
5930430L01RIK	-1.710636332	25.93599274	7.229626752	
6030400A10RIK	-1.192411923	5.834966152	1.990780995	
6030407O03RIK	0	0	0	
6030408B16RIK	0.599272757	0.487072858	1.252845051	
6030419C18RIK	0	0	4.229758895	
6030442E23RIK	0	0	0	
6030442K20RIK	-0.517728647	61.17987864	42.43081884	
6030443J06RIK	0.126011239	17.51489996	19.20479891	
6030445D17RIK	-0.898790724	3.663438512	1.501170439	
6030452D12RIK	0	0	0	
6030458C11RIK	0.116364409	729.6455122	791.0195443	
6030460B20RIK	-0.309937759	0.239654217	0	
6030468B19RIK	0.470411291	0.976515152	1.738470437	
6030469F06RIK	0	0	0	
6030471H07RIK	0	0	0	
6030498E09RIK	0	0	0	
6230400D17RIK	-0.013910566	47.95677188	47.48699574	
6330403K07RIK	-0.657184867	0.968612147	0.248325387	
6330403L08RIK	0.088607173	236.3812883	251.4177547	
6330403N20RIK	-0.209246552	0.73263227	0.498707602	
6330409D20RIK	0.261738999	6.07397158	7.481147188	
6330410L21RIK	-0.314529156	0.243605719	0	
6330418K02RIK	-0.041246383	85.05184879	82.62647806	
6330549D23RIK	0.256360436	22.84926955	27.48703591	
6330562C20RIK	-0.041494864	26.76068102	25.97360027	
6430500D05RIK	0	0	0.498707602	
6430503K07RIK	0	0	0	
6430511E19RIK	0.071826529	19.6643521	20.71919542	
6430531B16RIK	-0.210579442	59.68596081	51.44420468	
6430548M08RIK	-0.466826597	2312.979273	1673.289895	
6430550D23RIK	-0.631333533	31.84511662	20.20413094	
6430562O15RIK	0.579052741	56.67974228	85.16592515	
6430571L13RIK	-0.605226678	2.41848642	1.247203873	
6430573F11RIK	0	0	0	
6430573P05RIK	-0.626298933	10.17083222	6.236869878	
6430590A07RIK	-0.053076271	3.406440336	3.247274639	
6430628N08RIK	0	0	0	
6430710C18RIK	0	0	0	
6530401F13RIK	-0.314529156	0.243605719	0	
6530402F18RIK	-1.282135103	35.47016964	13.99604237	
6530403H02RIK	0	0	0	
6530409C15RIK	0.577453504	5.852820319	9.22586772	
6530411M01RIK	0	0	0	
6720427I07RIK	0.001052183	76.413278	76.46975744	
6720464F23RIK	0	0	0.250317973	
6720475M21RIK	0	0	0	
6720482G16RIK	0	0	0.251909738	
6720483E21RIK	-0.574503742	0.489165132	0	
6720489N17RIK	-0.134297162	133.7905386	121.8094919	
6820402A03RIK	-0.964638735	4.854360916	1.999813799	
6820408C15RIK	-0.314368381	0.243467138	0	
6820431F20RIK	-0.273072658	191.2839141	158.1255409	
7330404K18RIK	0	0	0	
7330423F06RIK	-1.150458105	1.219843709	0	
7420426K07RIK	0	0	0	
7420461P10RIK	0	0	0	
7530416G11RIK	-0.170847642	0.970704421	0.75061734	
7530428D23RIK	-0.570805067	0.48535221	0	
7630403G23RIK	0	0	0	
8030411F24RIK	0	0	0	
8030423F21RIK	-1.296125515	1.455685004	0	
8030423J24RIK	0	0	0	
8030442B05RIK	0.023026458	1.212079285	1.247668936	
8030443G20RIK	0	0	0	
8030445P17RIK	0.005340695	0.245697993	0.250317973	
8030451A03RIK	1.173311934	6.085687506	14.98026885	
8030453O22RIK	0.858195425	39.39942905	72.23484936	
8030462N17RIK	0.076428833	406.3048997	428.4642382	
8030474K03RIK	-0.498859498	1.465818865	0.744976162	
8030487O14RIK	0	0	0	
8430408G22RIK	-0.348409975	2.182273498	1.499514432	
8430419K02RIK	0.213109951	0.722775572	0.997014383	
8430422M14RIK	-1.206144201	9.931549625	3.738011898	
8430423G03RIK	0.270149173	0.245697993	0.502227711	
8430429K09RIK	-0.107672622	69.2689518	64.21549371	
8430432A02RIK	-0.678210837	3.408438146	1.755008521	
8430436N08RIK	0	0	0	
8430437L04RIK	0	0	0	
9030204H09RIK	0	0	0	
9030407P20RIK	-0.038228234	37.47538631	36.4692624	
9030607J07RIK	-0.288001659	2.657907592	1.995957111	
9030612E09RIK	0	0	0	
9030616G12RIK	0	0	0	
9030619P08RIK	0	0	0	
9030622O22RIK	0	0	0	
9030624G23RIK	0.018015308	0.730401415	0.752144863	
9030624J02RIK	-0.156027486	3232.821802	2901.332275	
9130008F23RIK	1.242929244	39.62246901	95.14468945	
9130011E15RIK	0.298346371	564.7654906	694.7411014	
9130015L21RIK	0	0	0	
9130017K11RIK	0.741726039	0.489165132	1.490145049	
9130019O22RIK	-0.24257761	118.9932624	100.4223629	
9130019P16RIK	-0.101286025	1.949034684	1.749095005	
9130023H24RIK	-0.429223324	133.7823489	99.09766006	
9130024F11RIK	0.154816871	1.697431495	2.002997329	
9130204K15RIK	-0.588576039	4.627866111	2.742525038	
9130204L05RIK	0	0	0	
9130208D14RIK	-2.944585044	18.26761726	1.502762203	
9130213A22RIK	-0.754022063	1.949034684	0.748624754	
9130221H12RIK	0.224905894	1119.723991	1308.791263	
9130227L01RIK	1.908251965	0.726588493	5.480819457	
9130230L23RIK	2.897653347	12.93556786	102.8496997	
9130230N09RIK	-0.348239156	6.299124691	4.733771096	
9130401M01RIK	0.142100999	342.5475975	378.1085499	
9130409I23RIK	0.235388433	0.487072858	0.75061734	
9130410C08RIK	0	0	0	
9130604C24RIK	-0.414791965	8.989620601	6.493490669	
9230009I02RIK	0	0	0	
9230019H11RIK	0.012909521	0.486934277	0.500299367	
9230020A06RIK	0	0	0	
9230102O04RIK	-0.202590894	0.730539996	0.503819476	
9230104L09RIK	0	0	0	
9230104M06RIK	-0.4369763	1.701244417	0.995358377	
9230105E05RIK	-0.781538199	0.718962651	0	
9230106D20RIK	0	0	0	
9230109A22RIK	0	0	0	
9230110C19RIK	0.01419279	0.239654217	0.251909738	
9230110F15RIK	0	0	0	
9230111E07RIK	-0.480211913	11.18830478	7.737458291	
9230112D13RIK	0	0	0	
9230112E08RIK	-0.678141157	210.0148352	130.8779415	
9230113P08RIK	0	0	0	
9230114J08RIK	0	0	0	
9230114K14RIK	-0.547128711	78.56838873	53.45508122	
9230116N13RIK	-0.978323583	21.15458644	10.2449856	
9230117E06RIK	0	0	0	
9330020H09RIK	-0.0802987	24.06642254	22.70937135	
9330104G04RIK	-1.088332808	38.75966507	17.69915135	
9330111N05RIK	-0.559588452	1.216402414	0.503819476	
9330121J05RIK	0	0	0	
9330132A10RIK	0.022199958	0.966519873	0.997014383	
9330136K24RIK	-0.102140051	12.16579733	11.26591487	
9330151L19RIK	-0.062385022	81.23123145	77.75117295	
9330154J02RIK	0	0	0	
9330154K18RIK	0.010130519	0.239654217	0.248389629	
9330158H04RIK	-0.296888378	1.455685004	0.998942727	
9330159F19RIK	0.465095364	3.160603761	4.743333203	
9330159M07RIK	-0.081896501	54.46333409	51.40257999	
9330160F10RIK	0.016283411	13.07625291	13.23602875	
9330161L09RIK	0.029275929	4.871427713	4.991790927	
9330162012RIK	-0.651412547	0.966381292	0.251909738	
9330162B11RIK	0	0	0	
9330171B17RIK	-0.964208925	21.89129524	10.73314825	
9330175E14RIK	-1.201768076	73.73410551	31.49006665	
9330175M20RIK	0	0	0	
9330178D15RIK	0	0	0	
9330179D12RIK	-3.313969102	11.41521533	0.248389629	
9330182L06RIK	0.555702356	160.2044133	235.9517962	
9330182O14RIK	0	0	0	
9330185C12RIK	0	0	0.250317973	
9330198I05RIK	-0.130210265	1.463821055	1.251189045	
9330198N18RIK	-0.489708784	3.90969083	2.496528816	
9430002A10RIK	0.141542779	8.268798721	9.224264436	
9430007A20RIK	0	0	0	
9430007M09RIK	0	0	0	
9430015G10RIK	0.272464913	498.1553622	601.914672	
9430021M05RIK	0	0	0	
9430024E24RIK	0	0	0	
9430025C20RIK	-1.237430113	17.27264327	6.749930254	
9430034N14RIK	-0.238245841	7.53435134	6.235213872	
9430037G07RIK	-0.530642057	8.035604024	5.254866056	
9430037O13RIK	-0.100101173	4.894436496	4.499318048	
9430038I01RIK	0.471416027	159.5214684	221.5581428	
9430041J12RIK	-0.576663365	0.491395987	0	
9430053O09RIK	-0.79110675	0.730401415	0	
9430060I03RIK	-0.302130207	1.467495395	1.001271893	
9430062P05RIK	0.900812065	1.95140412	4.510615775	
9430065F17RIK	-1.119997291	1.713331969	0.248389629	
9430069I07RIK	1.026881413	3.663854255	8.503138914	
9430073C21RIK	0	0	0	
9430083B18RIK	-1.360709395	6.06630162	1.751552653	
9430085M18RIK	0.026199398	2.424530196	2.487287915	
9430087B13RIK	0	0	0	
9430087J23RIK	0	0	0	
9430091E24RIK	-0.217374158	49.24048275	42.21332282	
9430092D12RIK	-0.314368381	0.243467138	0	
9430093N23RIK	0	0	0	
9430097D07RIK	0.007176205	0.245697993	0.251909738	
9430098F02RIK	0.083941121	138.7452591	147.1173313	
9530002B09RIK	0	0	0	
9530003J23RIK	-0.316954344	0.245697993	0	
9530003O04RIK	-0.20609274	0.732909432	0.502227711	
9530018H14RIK	0	0	0	
9530022L04RIK	0	0	0	
9530026F06RIK	0	0	0	
9530026P05RIK	0.605951279	0.974655923	2.005390735	
9530027J09RIK	0.274834392	157.2755353	190.4904796	
9530034A14RIK	0	0	0	
9530034E10RIK	0	0	3.008254393	
9530036M11RIK	-0.254435465	0.489165132	0.248389629	
9530036O11RIK	0	0	0	
9530046B11RIK	0.15428844	1.70087279	2.005727315	
9530051G07RIK	0.029056659	1.206035509	1.250916707	
9530052C20RIK	-0.905119265	4.145488008	1.747631723	
9530052E02RIK	-0.574637992	0.489303713	0	
9530053A07RIK	-0.680288037	10.23172984	6.009056227	
9530056K15RIK	0.135212516	2.190548129	2.504034096	
9530059O14RIK	0	0	0	
9530068E07RIK	-0.068568396	6156.390578	5870.587792	
9530077C05RIK	0.235084138	3.884028122	4.748380836	
9530080O11RIK	0	0	0.248389629	
9530082P21RIK	-0.466694667	279.595976	202.0450213	
9530085P06RIK	0	0	0	
9530097N15RIK	0	0	0	
9630001P10RIK	-1.438110576	1.709657629	0	
9630010A21RIK	-0.314529156	0.243605719	0	
9630013D21RIK	0.450209323	12.18198119	17.00972984	
9630013K17RIK	-0.10464963	1.954706834	1.747968303	
9630028B13RIK	0.233941613	0.487211439	0.749025575	
9630028H03RIK	-0.314368381	0.243467138	0	
9630041A04RIK	0	0	0	
9830004L10RIK	0.661368713	1.212079285	2.498585643	
9830107B12RIK	0.42971755	0.489303713	1.006047187	
9830132P13RIK	0.277165758	0.239654217	0.502227711	
9830144P21RIK	-0.268320141	38.71936833	31.97842588	
9930004E17RIK	-0.129612199	3.638235665	3.239705117	
9930012K11RIK	-1.089368161	115.9316814	53.95404964	
9930014A18RIK	0.59792496	206.0216235	312.3351076	
9930021J03RIK	-0.174447837	1027.62646	910.472689	
9930022D16RIK	-0.96795157	15.12975244	7.246036353	
9930038B18RIK	0.687535058	0.243605719	1.002863657	
9930104L06RIK	-0.051635709	336.5399907	324.6726867	
9930111H07RIK	-0.314368381	0.243467138	0	
9930111J21RIK1	-1.275237581	336.3135835	138.3635071	
9930111J21RIK2	-1.369272244	4164.766146	1611.511678	
A030005K14RIK	0	0	0	
A030012G06RIK	0	0	0	
A130006I12RIK	-1.13959309	3.408438146	1.000935313	
A130010J15RIK	-0.177067693	151.7796655	134.1334511	
A130014A01RIK	-0.177598592	56.41023862	49.76061189	
A130023I24RIK	0	0	0	
A130030D18RIK	0	0	0	
A130048G24RIK	0.005464878	0.243605719	0.248325387	
A130050O07RIK	0	0	0.250317973	
A130051J06RIK	-0.152290408	7.055699021	6.248685391	
A130071D04RIK	0.133146387	1.953124768	2.23864132	
A1BG	0	0	0	
A1CF	-1.150458105	1.219843709	0	
A230001M10RIK	0	0	0	
A230004M16RIK	-0.775930478	11.39745672	6.240261504	
A230005M16RIK	-0.572609772	0.487211439	0	
A230006K03RIK	0.235388433	0.487072858	0.75061734	
A230009B12RIK	-1.228435791	1.925136741	0.248389629	
A230020J21RIK	0.268409199	30.28408494	36.68102226	
A230028O05RIK	0.480165902	100.7895111	140.9866026	
A230050P20RIK	-1.144733466	289.0131628	130.165192	
A230052G05RIK	0	0	0	
A230056P14RIK	-0.661323194	60.94450453	38.16739298	
A230059L01RIK	-0.331164359	7.777169689	5.976925556	
A230060F14RIK	-0.39728083	0.978468844	0.502227711	
A230065N10RIK	0	0	0	
A230072C01RIK	-0.808665056	32.71953527	18.25081596	
A230072E10RIK	-0.96839916	4.858728163	1.994236863	
A230072I06RIK	0	0	0	
A230077H06RIK	0.108261612	3.16492689	3.489493786	
A230083G16RIK	-0.315811092	12.39089899	9.75823737	
A230083N12RIK	0.153215616	4.619029828	5.248615961	
A230087F16RIK	-1.442362373	1.717655098	0	
A230098N10RIK	0	0	0	
A230103J11RIK	-0.040189092	224.7708825	218.5683855	
A230107N01RIK	0.578505748	4.855804401	7.744483137	
A230108P19RIK	-0.79110675	0.730401415	0	
A2M	0	0	0	
A2ML1	-0.309937759	0.239654217	0	
A330008L17RIK	0.009601392	0.243605719	0.251909738	
A330009N23RIK	-0.830374003	1.219705128	0.248325387	
A330015K06RIK	-0.125797835	1.453825776	1.248924121	
A330023F24RIK	-1.702719285	89.98500854	26.95118735	
A330032B11RIK	-0.159349357	6.811670232	5.994794586	
A330033J07RIK	0	0	0	
A330035P11RIK	-0.904195319	17.71364088	8.999271904	
A330040F15RIK	-0.510518812	6.816832174	4.487181328	
A330041J22RIK	0	0	0	
A330043C09RIK	0	0	0	
A330044P14RIK	-0.549088512	37.41164583	25.25250824	
A330048O09RIK	0	0	0	
A330058E17RIK	0	0	0.248325387	
A330069E16RIK	1.038333983	21.87015191	45.97196448	
A330069K06RIK	0	0	0	
A330070K13RIK	0	0	0	
A330074H02RIK	0	0	0	
A330074K22RIK	3.860623032	11.90963064	186.5327626	
A330087D11RIK	0	0	0	
A330093E20RIK	0	0	0	
A330094K24RIK	0	0	0	
A330102I10RIK	0	0	0	
A3GALT2	0.211143291	2.673669485	3.25265885	
A430005L14RIK	0.545523348	326.7465471	477.3623778	
A430010J10RIK	-0.391784317	0.96624271	0.498643361	
A430018G15RIK	-0.550685234	2.665905061	1.502697962	
A430027C01RIK	-0.103041507	1.953124768	1.749560067	
A430027H14RIK	0	0	0	
A430033K04RIK	-0.508254605	143.3238712	100.4701466	
A430034D21RIK	0	0	0	
A430035B10RIK	-0.868985662	9.495196414	4.746452491	
A430046D13RIK	-1.074736588	88.41939578	41.45254983	
A430048G15RIK	0.482897292	0.966519873	1.748304882	
A430050A11RIK	0	0	0	
A430057M04RIK	0.831385795	50.87396104	91.30420237	
A430060F13RIK	0	0	0	
A430072C10RIK	-0.793196256	0.732909432	0	
A430072P03RIK	0	0	0	
A430073D23RIK	-0.844536917	22.31700328	11.98499508	
A430078G23RIK	0.501458757	7.282653687	10.72529102	
A430078I02RIK	0.687246311	0.243605719	1.002462836	
A430089I19RIK	0	0	0	
A430093F15RIK	-0.063365582	3.170460459	2.991251246	
A430105I19RIK	-2.029615758	37.76373913	8.494026497	
A430105J06RIK	-0.498120632	5.35547502	3.499857535	
A430106G13RIK	0.442236547	11.68142141	16.23036194	
A430108G06RIK	-2.848337975	15.23532028	1.254372574	
A430110C17RIK	0.129240209	2.190176503	2.489152018	
A430110L20RIK	-0.452877695	10.96124832	7.738698104	
A4GALT	1.394005003	1.949173265	6.750640764	
A4GNT	0	0	0	
A530006G24RIK	0	0	0	
A530010F05RIK	0	0	0	
A530013C23RIK	0.389690895	12.89233438	17.20052336	
A530016L24RIK	-0.314529156	0.243605719	0	
A530017D24RIK	-0.530255646	258.2091644	178.4847263	
A530020G20RIK	0	0	0	
A530021J07RIK	-0.309937759	0.239654217	0	
A530030E21RIK	0.210599466	0.730539996	1.002527078	
A530032D15RIK	-0.47431313	29.87861295	21.22671621	
A530040E14RIK	-0.891230345	13.86165299	7.012721527	
A530041M06RIK	-0.562238341	1.209987011	0.496715016	
A530053G22RIK	0	0	0	
A530053M12RIK	0	0	0	
A530058N18RIK	0	0	0	
A530064D06RIK	-1.785046556	611.6816445	176.7797587	
A530064N14RIK	-0.204213102	0.728819349	0.500635946	
A530072M11RIK	-0.181489316	14.57530888	12.73418649	
A530076I17RIK	0	0	0	
A530083I20RIK	0.061313807	15.02876568	15.72466299	
A530083M17RIK	0	0	0	
A530084C06RIK	0	0	0	
A530095I07RIK	0	0	0	
A530099J19RIK	-0.819816872	1.20984843	0.251909738	
A630001G21RIK	-0.085962787	490.8408137	462.3905649	
A630010A05RIK	1.013090888	0.239654217	1.501907839	
A630012P03RIK	-0.316954344	0.245697993	0	
A630014C17RIK	0	0	0	
A630023A22RIK	0	0	2.739598474	
A630023P12RIK	0	0	0	
A630031M04RIK	-1.106368501	4.377516383	1.49765033	
A630035G10RIK	-1.306663427	7.04867785	2.253716123	
A630050E04RIK	0	0	0	
A630052C17RIK	-0.137394828	41.57565145	37.70805391	
A630072L19RIK	-0.252532816	0.491395987	0.251909738	
A630072M18RIK	-0.722099856	148.6267606	89.70590426	
A630073D07RIK	0	0	0	
A630075F10RIK	-0.381694917	3.883379333	2.748166215	
A630076J17RIK	0	0	0	
A630081D01RIK	0	0	0.248325387	
A630091E08RIK	0	0	0	
A630095E13RIK	0	0	0.251909738	
A630095N17RIK	0	0	0	
A730004F24RIK	0	0	0	
A730011C13RIK	-0.333433411	61.95073459	48.96056535	
A730013G03RIK	0	0	0	
A730015C16RIK	0.156969134	1.467772557	1.75142417	
A730017C20RIK	0	0	0	
A730017L22RIK	-0.478861382	256.5495793	183.80308	
A730018C14RIK	0	0	0	
A730020E08RIK	1.776255724	11.8917827	43.15899995	
A730020M07RIK	0	0	0.500635946	
A730032A03RIK	-0.784734772	0.722775572	0	
A730035I17RIK	2.588393236	2.404445175	19.47530356	
A730036I17RIK	0	0	0	
A730045E13RIK	0	0	0	
A730046J19RIK	0.491969238	0.243605719	0.748961334	
A730049H05RIK	0	0	0	
A730056A06RIK	0	0	0	
A730060N03RIK	0	0	0.500299367	
A730061H03RIK	0.189521597	0.972425068	1.249324942	
A730062M13RIK	0	0	0	
A730071L15RIK	0.232329456	10.70425747	12.74934476	
A730081D07RIK	-0.281435141	11.43539591	9.231497379	
A730085K08RIK	-0.379455065	469.1437908	360.4126489	
A730089K16RIK	0	0	0	
A730090N16RIK	-0.149846248	1.215892206	0.997286721	
A730094K22RIK	0	0	0	
A730098A19RIK	0	0	0	
A830005F24RIK	-0.492283514	4.614845281	2.991587826	
A830008E24RIK	-0.496629157	1.462100407	0.745040404	
A830009L08RIK	0	0	0	
A830011K09RIK	0	0	0	
A830012C17RIK	-0.081282702	2.436107542	2.247866849	
A830018L16RIK	0.880389795	1.451733502	3.513329054	
A830019L24RIK	0	0	0	
A830019P07RIK	0	0	0	
A830029E22RIK	0	0	0	
A830031A19RIK	0	0	0	
A830035A12RIK	0	0	0	
A830036E02RIK	0.662415538	0.735001706	1.746039959	
A830052D11RIK	-0.816576881	15.28070371	8.243980862	
A830073O21RIK	0	0	0	
A830082K12RIK	-0.162424661	2.919367478	2.50204151	
A830092H15RIK	0	0	0	
A930001A20RIK	0	0	0	
A930001C03RIK	-1.643972403	6.815534596	1.500769618	
A930002H24RIK	-0.975441417	0.96624271	0	
A930002I21RIK	0	0	0	
A930003A15RIK	-0.794821843	0.734863125	0	
A930003O13RIK	0.025779882	1.457267071	1.50157126	
A930004D18RIK	1.289954858	8.281492042	21.69514187	
A930004J17RIK	-0.097933491	68.45794393	63.89944832	
A930005G22RIK	-0.314368381	0.243467138	0	
A930005H10RIK	-0.322460339	65.54921595	52.21973512	
A930005N03RIK	0	0	0	
A930006I01RIK	0	0	0	
A930006K02RIK	-0.210012236	16.35294188	14.00213709	
A930006L05RIK	-0.172986087	0.974007134	0.75095392	
A930007I19RIK	0.086101469	5.596988465	6.002689168	
A930009A15RIK	0	0	0	
A930012L18RIK	0	0	0	
A930012O16RIK	0.341995501	5.110054189	6.744546043	
A930014E01RIK	0	0	0.248325387	
A930015D03RIK	0	0	0	
A930016O22RIK	0.021049163	1.463310847	1.499514432	
A930017K11RIK	-0.316954344	0.245697993	0	
A930017M01RIK	0	0	0	
A930018P22RIK	0	0	0.250317973	
A930019D19RIK	-0.399240074	0.976515152	0.498707602	
A930024E05RIK	-1.841849152	40.16690887	10.48408546	
A930024N18RIK	-0.789902765	0.72895793	0	
A930028O11RIK	-0.653048353	0.968612147	0.251909738	
A930029G22RIK	0.682372398	0.243467138	0.99548686	
A930031H19RIK	0	0	0	
A930032L01RIK	0	0	0	
A930033H14RIK	-0.663212021	37.4315176	23.26838201	
A930035D04RIK	-0.316954344	0.245697993	0	
A930036I15RIK	0	0	0	
A930036K24RIK	0	0	0	
A930038B10RIK	-1.058423498	3.162973197	0.998878486	
A930041C12RIK	0.020265741	0.479308434	0.500235125	
A930104D05RIK	0	0	0	
AA386476	-0.349590798	6.317904809	4.743140479	
AA387200	0	0	0	
AA413626	-0.558143015	4.890995201	3.00102145	
AA414768	0.743507249	78.27352202	131.7229841	
AA465934	-0.144802833	9.486272994	8.48486521	
AA467197	-1.903600866	114.7521305	29.93770065	
AA474408	0.334840315	18.19732279	23.21238918	
AA543186	0.032972135	4.131446763	4.250074054	
AA543401	0	0	0	
AA619741	0	0	0	
AA623943	0	0	0	
AA645442	0	0	0.496779258	
AA672651	0	0	0.496650775	
AA792892	0	0	0	
AA914427	0.027556369	4.882859151	4.996305402	
AA986860	-0.536613269	25.45910409	17.24057165	
AAAS	-0.067012799	1095.489132	1045.722281	
AACS	-0.127383202	459.7456118	420.8082239	
AADAC	-0.564922884	0.479308434	0	
AADACL2	0	0	0	
AADACL3	0	0	0	
AADACL4	0	0	0	
AADAT	-0.309937759	0.239654217	0	
AAED1	-0.270415898	453.7242614	376.0030203	
AAGAB	-0.055002396	2195.202309	2113.048628	
AAK1	-0.531993908	547.4808022	378.3283546	
AAMDC	-0.156052302	167.965096	150.6423743	
AAMP	-0.161899683	3607.489325	3224.438488	
AANAT	-0.397306978	0.973868553	0.498707602	
AAR2	-0.092543919	833.8230619	781.9534506	
AARD	-0.316954344	0.245697993	0	
AARS	0.30409975	3713.53496	4585.143045	
AARS2	0.062419403	211.4956227	220.8912113	
AARSD1	0.749048408	304.0769218	511.7378697	
AASDH	-0.103788982	202.6782638	188.5400922	
AASDHPPT	0.315438253	344.7160924	429.2055131	
AASS	0	0	0	
AATF	0.452907659	490.8232615	672.2058111	
AATK	-1.54416163	785.1693676	268.57347	
AB041806	-0.792965493	0.73263227	0	
AB124611	-0.15538658	2251.258799	2021.284582	
ABAT	-0.863808357	2.188733018	0.752209105	
ABCA1	-1.281547003	16168.65815	6650.456415	
ABCA12	-0.420079313	2.673946647	1.745847234	
ABCA13	0.140121427	11.90675722	13.22321888	
ABCA14	-0.309937759	0.239654217	0	
ABCA15	0	0	0	
ABCA16	0	0	0	
ABCA17	-0.862564356	2.186596627	0.752545684	
ABCA2	0.177876524	2189.796982	2477.268195	
ABCA3	-0.60895244	2595.049504	1701.158584	
ABCA4	-0.56496746	1.214171559	0.496715016	
ABCA5	0.049582795	214.4308145	221.9634788	
ABCA6	0.322137852	22.20594657	28.01165098	
ABCA7	-0.029496488	1289.750131	1263.628166	
ABCA8A	-1.67296335	2.188688901	0	
ABCA8B	-0.514909492	303.2657081	211.9363505	
ABCA9	-2.174381635	782.9689848	172.6779912	
ABCB10	0.139696621	369.244954	406.8890265	
ABCB11	1.290907472	0.730678577	3.234657484	
ABCB1A	-1.775765339	187.6086685	54.08115228	
ABCB1B	-0.364296289	2354.888971	1829.166952	
ABCB4	0.217352381	1295.020905	1505.751363	
ABCB5	0	0	0	
ABCB6	0.464766283	407.8620308	563.2679371	
ABCB7	0.152562393	1992.344532	2214.686061	
ABCB8	0.83740125	683.7924931	1222.60681	
ABCB9	-0.344890784	54.16826547	42.43770368	
ABCC1	0.458825066	6826.904226	9383.421985	
ABCC10	-0.603152449	141.1996082	92.61197775	
ABCC12	-0.314529156	0.243605719	0	
ABCC2	1.396799908	4.884951425	14.4960694	
ABCC3	-1.490904929	4681.568501	1665.007818	
ABCC4	-0.075001786	1178.713378	1118.950214	
ABCC5	0.082095976	2940.953348	3113.218878	
ABCC6	-0.316954344	0.245697993	0	
ABCC8	0.012599775	0.489165132	0.502227711	
ABCC9	-1.768903238	5.836504101	1.006047187	
ABCD1	-0.157048923	3260.332895	2923.95167	
ABCD2	-2.221172797	423.6823358	90.08032255	
ABCD3	0.021416847	1572.854264	1596.392453	
ABCD4	0.373160152	356.1402559	461.5633338	
ABCE1	0.607667777	3901.541727	5945.669245	
ABCF1	0.248089831	3268.893317	3882.435215	
ABCF2	0.372964455	2135.64021	2765.972772	
ABCF3	-0.103789117	1425.887966	1326.8415	
ABCG1	-0.565308252	4931.905079	3332.711538	
ABCG2	-0.473979789	330.1169971	237.3962068	
ABCG3	-0.110172778	684.5586342	634.1543751	
ABCG4	-0.146165958	1.212079285	0.998942727	
ABCG5	0	0	0	
ABCG8	0	0	0.251909738	
ABHD1	0.30593002	75.72110978	93.84380938	
ABHD10	0.069195215	241.8179253	253.7478805	
ABHD11	0.562895259	362.6966063	536.2638329	
ABHD11OS	0.036186206	3.638330129	3.756141747	
ABHD12	-1.27956331	11943.61036	4919.22598	
ABHD12B	-0.972502192	1.449641228	0.248389629	
ABHD13	-0.033570145	950.6996792	928.8101922	
ABHD14A	0.200617574	142.8752622	164.3400389	
ABHD14B	-0.558909313	185.9038153	125.873143	
ABHD15	-2.974102128	173.4177624	21.19712665	
ABHD16A	0.094080991	797.0400261	850.816159	
ABHD16B	0.313563412	1.213938514	1.75142417	
ABHD17A	0.274917408	491.7286876	595.1646692	
ABHD17B	-0.04398091	475.6091881	461.2988759	
ABHD17C	-0.166589855	1329.079854	1184.029528	
ABHD18	-0.016070042	104.8426915	103.6702618	
ABHD2	0.259346301	2028.826664	2428.573091	
ABHD3	-0.07980048	91.24535822	86.28149641	
ABHD4	-0.772814687	3608.445903	2111.516625	
ABHD5	-0.242780091	2017.021758	1704.460851	
ABHD6	-1.334200832	209.4404118	82.46313096	
ABHD8	-0.04624882	155.925349	150.9745343	
ABI1	-0.00470724	6760.630075	6738.604111	
ABI2	-0.990063067	843.5428087	424.1899469	
ABI3	0.899169908	671.2068484	1252.6608	
ABI3BP	-1.047656151	3.653720395	1.251253286	
ABL1	-0.682418604	3634.272049	2264.209884	
ABL2	0.695644256	1882.738427	3049.916941	
ABLIM1	5.526925459	7.062202658	370.726958	
ABLIM2	-0.821233028	49.28557546	27.45952516	
ABLIM3	0	0	0.502227711	
